model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,trial,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,0,0,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,0,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,1,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,2,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,3,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,4,0.7766282558441162,0.7718132734298706,0.9,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,5,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,6,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,7,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,8,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,5,9,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,0,0.8142979145050049,0.7761152386665344,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,1,0.7766282558441162,0.7718132734298706,0.9,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,2,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,3,0.7766282558441162,0.7718132734298706,0.1,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,4,0.7712782621383667,0.7712782621383667,0.1,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,5,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,6,0.7712782621383667,0.7712782621383667,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,7,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,8,0.8142980337142944,0.8064557313919067,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,10,9,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,0,0.8142979145050049,0.7762603759765625,0.5,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,1,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,2,0.8142979145050049,0.7762603759765625,0.4,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,3,0.7766282558441162,0.7718132734298706,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,4,0.7712782621383667,0.7712782621383667,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,5,0.8142980337142944,0.8061474561691284,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,6,0.8142980337142944,0.8102227449417114,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,7,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,8,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,15,9,0.7712782621383667,0.7712782621383667,0.5,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,0,0.8142979145050049,0.7810973525047302,0.3,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,1,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,2,0.8142979145050049,0.7767953872680664,0.2,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,3,0.8142979145050049,0.7762603759765625,0.5,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,4,0.8142980337142944,0.8061474561691284,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,5,0.7712782621383667,0.7712782621383667,0.7,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,6,0.8142980337142944,0.8102227449417114,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,7,0.8142980337142944,0.8023804426193237,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,8,0.7766282558441162,0.7718132734298706,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,20,9,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,25,0,0.7712782621383667,0.7712782621383667,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,25,1,0.8142980337142944,0.8061474561691284,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,25,2,0.8142980337142944,0.8020722270011902,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,800,80,baseline_zh_core,中子,baseline,zh,25,3,0.8142979145050049,0.7761152386665344,0.7,3
