experiment,scope,extra_docs,trial,query_mode,relevance,probe_node_id,probe_doc_id,pool_docs,pool_chunks,query_preview,mrr,first_relevant_rank,recall_at_1,recall_at_5,recall_at_10
corpus_decay,IAEA_only,0,0,first_sentence,strict,977fe11f-4f76-4012-9085-547f96af9233,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8116,The defence in depth concept provides an overall strategy for NPP safety measures and features.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,977fe11f-4f76-4012-9085-547f96af9233,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8116,The defence in depth concept provides an overall strategy for NPP safety measures and features.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,fe58d3f1-6bb2-489e-9e1f-d1a5a1151cbc,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8116,"- (3) *Physical, electrical, and communications isolation.* Safety systems are isolated from systems of lower class so t",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,fe58d3f1-6bb2-489e-9e1f-d1a5a1151cbc,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8116,"- (3) *Physical, electrical, and communications isolation.* Safety systems are isolated from systems of lower class so t",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,ac8036bf-86b0-4019-989b-afe00343e777,Advanced_Surveillance_ae2b264b97,13,8116,Turbine supervisory instruments for monitoring are specific in their monitoring approach.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,ac8036bf-86b0-4019-989b-afe00343e777,Advanced_Surveillance_ae2b264b97,13,8116,Turbine supervisory instruments for monitoring are specific in their monitoring approach.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,2ee0b241-4baa-4afe-8557-520449973159,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8116,- (b) The in-core (local flux) measurement system employs eight lances of six selfpowered (prompt signal) cobalt detecto,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,2ee0b241-4baa-4afe-8557-520449973159,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8116,- (b) The in-core (local flux) measurement system employs eight lances of six selfpowered (prompt signal) cobalt detecto,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,7e5f6d76-28a5-45d4-8827-255f0150abd8,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,#### DIVERSE ACTUATION SYSTEMS III–11.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,7e5f6d76-28a5-45d4-8827-255f0150abd8,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,#### DIVERSE ACTUATION SYSTEMS III–11.,0.3333333333333333,3.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,a3688c52-a537-4d19-938a-8e74c2699cc9,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,- 6.130. The equipment qualification programme should demonstrate that electromagnetic emissions of all plant equipment ,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,a3688c52-a537-4d19-938a-8e74c2699cc9,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,- 6.130. The equipment qualification programme should demonstrate that electromagnetic emissions of all plant equipment ,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,3e906f77-d5c7-4ec3-a438-bffac795ea0d,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,- 1.27. The annexes include a listing of industrial standards that provide more detailed guidance on the topical areas o,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,3e906f77-d5c7-4ec3-a438-bffac795ea0d,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8116,- 1.27. The annexes include a listing of industrial standards that provide more detailed guidance on the topical areas o,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,fbce37b3-c2ff-446b-b361-2e06732241f5,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8116,"While there are many challenges for accepting COTS products in safety application, it should be noted that COTS products",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,fbce37b3-c2ff-446b-b361-2e06732241f5,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8116,"While there are many challenges for accepting COTS products in safety application, it should be noted that COTS products",1.0,1.0,1.0,1.0,1.0
