experiment,scope,extra_docs,trial,query_mode,relevance,probe_node_id,probe_doc_id,pool_docs,pool_chunks,query_preview,mrr,first_relevant_rank,recall_at_1,recall_at_5,recall_at_10
corpus_decay,IAEA_only,0,0,first_sentence,strict,76881fc4-5db7-45ca-a9bd-19af2a80f8d8,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8031,"- Determine the characteristics of the tasks to be performed and the users performing them, e.g.",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,76881fc4-5db7-45ca-a9bd-19af2a80f8d8,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8031,"- Determine the characteristics of the tasks to be performed and the users performing them, e.g.",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,bedbd10f-4663-4f0c-956b-87403dc66983,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8031,#### *2.4.1.1.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,bedbd10f-4663-4f0c-956b-87403dc66983,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8031,#### *2.4.1.1.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,970c68b6-15aa-464f-ac4c-49022c3d733b,Advanced_Surveillance_ae2b264b97,13,8031,#### **3.7.1.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,970c68b6-15aa-464f-ac4c-49022c3d733b,Advanced_Surveillance_ae2b264b97,13,8031,#### **3.7.1.,0.14285714285714285,7.0,0.0,0.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,9cb4f762-cc5c-4613-a1ad-131529558715,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8031,"The system design has two out of three or two out of four redundancy plus necessary diversity, majority voting, earthqua",0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,9cb4f762-cc5c-4613-a1ad-131529558715,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8031,"The system design has two out of three or two out of four redundancy plus necessary diversity, majority voting, earthqua",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,2b1ed828-7a45-4045-8b52-34cb77b8af3d,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,8031,"EGYPT EL SALVADOR ERITREA ESTONIA ESWATINI ETHIOPIA FIJI FINLAND FRANCE GABON GAMBIA, THE GEORGIA GERMANY GHANA GREECE G",0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,2b1ed828-7a45-4045-8b52-34cb77b8af3d,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,8031,"EGYPT EL SALVADOR ERITREA ESTONIA ESWATINI ETHIOPIA FIJI FINLAND FRANCE GABON GAMBIA, THE GEORGIA GERMANY GHANA GREECE G",0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,9125caa7-f9a8-4aac-85a1-a1d008814b93,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8031,"- Should test and calibrate all variables used, where combinations of variables are used to generate a particular signal",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,9125caa7-f9a8-4aac-85a1-a1d008814b93,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8031,"- Should test and calibrate all variables used, where combinations of variables are used to generate a particular signal",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,938cf8b8-1e6c-4c50-96ce-39500b7cbb80,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8031,- 2.36. Development of I&C should be conducted through dialogue between personnel responsible for safety and for nuclear,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,938cf8b8-1e6c-4c50-96ce-39500b7cbb80,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8031,- 2.36. Development of I&C should be conducted through dialogue between personnel responsible for safety and for nuclear,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,329bd68e-0379-4b09-be49-d850fac6fd32,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8031,There has been some progress towards harmonizing environmental qualification approaches.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,329bd68e-0379-4b09-be49-d850fac6fd32,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8031,There has been some progress towards harmonizing environmental qualification approaches.,1.0,1.0,1.0,1.0,1.0
