experiment,scope,extra_docs,trial,query_mode,relevance,probe_node_id,probe_doc_id,pool_docs,pool_chunks,query_preview,mrr,first_relevant_rank,recall_at_1,recall_at_5,recall_at_10
corpus_decay,IAEA_only,0,0,first_sentence,strict,ee71357f-5aa4-433c-8ff5-42ed693a6f6f,On_line_Monitoring_of_Instrumentation_in_Researc_6130a8bb1a,13,10827,". While running one pump provides optimum conditions for RTD cross-calibration data collection, a process temperature no",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,ee71357f-5aa4-433c-8ff5-42ed693a6f6f,On_line_Monitoring_of_Instrumentation_in_Researc_6130a8bb1a,13,10827,". While running one pump provides optimum conditions for RTD cross-calibration data collection, a process temperature no",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,48fb79cf-119d-4bbd-9e57-525720a4c2f1,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,10827,|                                                                                                                  |    ,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,48fb79cf-119d-4bbd-9e57-525720a4c2f1,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,10827,|                                                                                                                  |    ,0.125,8.0,0.0,0.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,e994d231-7608-487c-8adf-3787e929ed27,Advanced_Surveillance_ae2b264b97,13,10827,". All process variables in the high pressure part of the turbine cycle appear normal, whereas the extraction pressures o",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,e994d231-7608-487c-8adf-3787e929ed27,Advanced_Surveillance_ae2b264b97,13,10827,". All process variables in the high pressure part of the turbine cycle appear normal, whereas the extraction pressures o",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,9c05c75c-a650-474f-aeb2-ede79d0f1060,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,10827,"If CBC becomes a surveillance requirement within the operating rules of the plant, an acceptance pass/fail criterion wil",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,9c05c75c-a650-474f-aeb2-ede79d0f1060,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,10827,"If CBC becomes a surveillance requirement within the operating rules of the plant, an acceptance pass/fail criterion wil",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,a5e34dac-1431-41fd-bb4b-c63c65c3843e,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,10827,| | | 7.4.2.2.<br>Verification and validation | 50 | | | | 7.4.3.<br>Testing and installation | 50 | | | | 7.4.3.1.<br>S,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,a5e34dac-1431-41fd-bb4b-c63c65c3843e,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,10827,| | | 7.4.2.2.<br>Verification and validation | 50 | | | | 7.4.3.<br>Testing and installation | 50 | | | | 7.4.3.1.<br>S,0.2,5.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,cb45596e-5fec-461a-8886-0d8543ad0e62,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,10827,- The channel parameter status table (Fig.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,cb45596e-5fec-461a-8886-0d8543ad0e62,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,10827,- The channel parameter status table (Fig.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,3ef0f59e-7d56-4a0e-9921-cc4552ae1e44,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,10827,HART highway addressable remote transducer protocol HB heat balance HFE human factors engineering HMI human–machine inte,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,3ef0f59e-7d56-4a0e-9921-cc4552ae1e44,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,10827,HART highway addressable remote transducer protocol HB heat balance HFE human factors engineering HMI human–machine inte,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,1aac71ef-57c3-4f66-ae18-d9f0a94c42a7,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,10827,". People are undoubtedly the most important component of knowledge management, since knowledge flow and transfer depends",1.0,1.0,1.0,1.0,1.0
