experiment,scope,extra_docs,trial,query_mode,relevance,probe_node_id,probe_doc_id,pool_docs,pool_chunks,query_preview,mrr,first_relevant_rank,recall_at_1,recall_at_5,recall_at_10
corpus_decay,IAEA_only,0,0,first_sentence,strict,42ec8d59-2987-4173-b3c4-00756df0f7c4,On_line_Monitoring_of_Instrumentation_in_Researc_6130a8bb1a,13,11021,". Research performed over the last decade and documented in numerous reports, guidelines, and standards has shown that a",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,42ec8d59-2987-4173-b3c4-00756df0f7c4,On_line_Monitoring_of_Instrumentation_in_Researc_6130a8bb1a,13,11021,". Research performed over the last decade and documented in numerous reports, guidelines, and standards has shown that a",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,5f5025cd-1276-4bba-bec9-e89124da413c,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,11021,- **verifiability.** (As a software functional characteristic.) The degree to which a software design output is stated o,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,5f5025cd-1276-4bba-bec9-e89124da413c,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,11021,- **verifiability.** (As a software functional characteristic.) The degree to which a software design output is stated o,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,c553fc12-49b4-41b7-a624-6c6210e8e6df,Advanced_Surveillance_ae2b264b97,13,11021,A well known definition of a fault is 'an abnormal deviation in at least one characteristic property or variable of the ,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,c553fc12-49b4-41b7-a624-6c6210e8e6df,Advanced_Surveillance_ae2b264b97,13,11021,A well known definition of a fault is 'an abnormal deviation in at least one characteristic property or variable of the ,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,035ce5fd-4458-4de4-8b68-273731bf9ae8,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,11021,## **7.2.4. Operator interface** The following provides typical issues to consider for the HSI: - A user friendly/intuit,0.125,8.0,0.0,0.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,035ce5fd-4458-4de4-8b68-273731bf9ae8,IAEA_On_line_Monitoring_for_Improving_Performanc_031d257843,13,11021,## **7.2.4. Operator interface** The following provides typical issues to consider for the HSI: - A user friendly/intuit,0.125,8.0,0.0,0.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,ef13ea1d-9d1f-4089-a6bb-0ea9d46c28e0,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,11021,## **GLOSSARY** - **big data.** Data sets that are too large or too complex to be dealt with using traditional data proc,0.3333333333333333,3.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,ef13ea1d-9d1f-4089-a6bb-0ea9d46c28e0,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,11021,## **GLOSSARY** - **big data.** Data sets that are too large or too complex to be dealt with using traditional data proc,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,bdfe8c17-41df-4c8d-a5d3-9174310f7491,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,11021,The top panel of Fig.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,bdfe8c17-41df-4c8d-a5d3-9174310f7491,Digital_I_C_and_Advanced_Digital_Technologies_fo_84e1c2a466,13,11021,The top panel of Fig.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,ba78721a-feb3-4d2f-9d05-c945c4e4ea99,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,11021,| 530. | USNRC | NUREG-0492 | Fault Tree Handbook | | | 531.,0.16666666666666666,6.0,0.0,0.0,1.0
