experiment,scope,extra_docs,trial,query_mode,relevance,probe_node_id,probe_doc_id,pool_docs,pool_chunks,query_preview,mrr,first_relevant_rank,recall_at_1,recall_at_5,recall_at_10
corpus_decay,IAEA_only,0,0,first_sentence,strict,2d30093d-0fd0-42ba-a029-cddeab0e7b1f,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,#### **11.4.2.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,2d30093d-0fd0-42ba-a029-cddeab0e7b1f,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,#### **11.4.2.,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,faaa9ce3-dbe1-4422-b3a9-9ae72a29509c,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,- (11) *Maintainability* is the principle of designing I&C systems and equipment important to safety to facilitate timel,0.25,4.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,faaa9ce3-dbe1-4422-b3a9-9ae72a29509c,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,- (11) *Maintainability* is the principle of designing I&C systems and equipment important to safety to facilitate timel,0.25,4.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,0225835f-318f-4ad1-8f3c-1724d2fb8697,Advanced_Surveillance_ae2b264b97,13,8190,#### **3.6.6.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,0225835f-318f-4ad1-8f3c-1724d2fb8697,Advanced_Surveillance_ae2b264b97,13,8190,#### **3.6.6.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,c5f724b8-bec8-4e89-9a4a-b78dea6f8aa9,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,"- [39.13] PUSKA, E., et al., ""Simulation of Loviisa power plant transients with APROS"", Proc.",0.3333333333333333,3.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,c5f724b8-bec8-4e89-9a4a-b78dea6f8aa9,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,"- [39.13] PUSKA, E., et al., ""Simulation of Loviisa power plant transients with APROS"", Proc.",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,66fc183e-68e9-4ce2-b9e3-4622bbb9151d,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,| | —<br>Performance requirements | 2.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,66fc183e-68e9-4ce2-b9e3-4622bbb9151d,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,| | —<br>Performance requirements | 2.,0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,c901c274-1600-4c55-b59b-668eb0cb4978,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,#### *Components exposed only to mild environments* 6.100.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,c901c274-1600-4c55-b59b-668eb0cb4978,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,#### *Components exposed only to mild environments* 6.100.,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,ee65bdb5-79b4-441b-8381-2092eec7ca36,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,"- The interdependent nature of life cycles for the design and implementation of I&C systems, and in particular the life ",0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,ee65bdb5-79b4-441b-8381-2092eec7ca36,Design_of_Instrumentation_and_Control_Systems_fo_0f51c754f8,13,8190,"- The interdependent nature of life cycles for the design and implementation of I&C systems, and in particular the life ",0.5,2.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,4bfc0266-3efd-4e88-9752-320255ddcc02,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,### 3.2.4.1.1.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,4bfc0266-3efd-4e88-9752-320255ddcc02,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,### 3.2.4.1.1.,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,4f7fece7-4b0c-49e0-9cb3-0f7524628889,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,- Inspection of the modules and worst case tests are carried out extremely thoroughly; - The necessary modules and cubic,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,4f7fece7-4b0c-49e0-9cb3-0f7524628889,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,- Inspection of the modules and worst case tests are carried out extremely thoroughly; - The necessary modules and cubic,1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,49b6b102-397c-46d4-abeb-cf417ab52a8b,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,| | | 3.5.1.<br>On-line monitoring | 82 | | | | 3.5.2.<br>Power uprating | 84 | | | | 3.5.3.<br>Obsolescence | 85 | | | ,0.0,0.0,0.0,0.0,0.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,49b6b102-397c-46d4-abeb-cf417ab52a8b,Core_Knowledge_on_Instrumentation_and_Control_Sy_a366e319cd,13,8190,| | | 3.5.1.<br>On-line monitoring | 82 | | | | 3.5.2.<br>Power uprating | 84 | | | | 3.5.3.<br>Obsolescence | 85 | | | ,0.25,4.0,0.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,d2cb83d5-b967-44df-b7e7-e1d1c20023b9,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,"- (a) A real time, knowledge based alarm monitoring and processing system called EXTRA was installed on an experimental ",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,relaxed_doc,d2cb83d5-b967-44df-b7e7-e1d1c20023b9,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,"- (a) A real time, knowledge based alarm monitoring and processing system called EXTRA was installed on an experimental ",1.0,1.0,1.0,1.0,1.0
corpus_decay,IAEA_only,0,0,first_sentence,strict,26b83898-8486-47d6-a3df-2b3171ab2d70,Modern_Instrumentation_and_Control_for_Npps_c73a7d901e,13,8190,The unique plant–control room combination can be presented satisfactorily only by a tailor-made simulator.,0.2,5.0,0.0,1.0,1.0
