model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,trial,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,0,0,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,0,0.7735453844070435,0.7570340037345886,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,1,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,2,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,3,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,4,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,5,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,6,0.7766281962394714,0.7730283737182617,0.2,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,7,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,8,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,5,9,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,10,0,0.7712782621383667,0.6908153295516968,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1500,150,baseline_zh_core,中子,baseline,zh,10,1,0.7712782621383667,0.6908153295516968,1.0,1
